Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
540,George Karlaftis III,George Karlaftis III,KAN,21,DE,17,17,0,0,0,0,0.41,0,0,2,0,0,0.35,1.94,1.06,0.88,0.47,0.65,
541,Carl Lawson,Carl Lawson,NYJ,27,DE,17,17,,,0,,,0.06,0,1,2,0,0.41,1.94,1.06,0.88,0.53,1.41,
542,Dorance Armstrong Jr.,Dorance Armstrong Jr.,DAL,25,DE,17,5,,,0,,,0.06,0.06,2,1,0,0.5,1.94,1,0.94,0.59,0.94,
543,Nathan Shepherd,Nathan Shepherd,NYJ,29,DT,17,3,,,0,,,,,,,0,0.09,1.94,0.94,1,0.24,0.35,
544,DeAngelo Malone,DeAngelo Malone,ATL,23,OLB,15,0,,,0,,,,,,,0,0.07,1.93,1.2,0.73,0.27,0.13,
545,Yannick Ngakoue,Yannick Ngakoue,IND,27,DE,15,15,,,0,,,0.07,0,0,0,0,0.63,1.93,1.2,0.73,0.53,1.07,
546,Justin Evans,Justin Evans,NOR,27,DB,15,4,0,0,0,0,0.13,0.07,0,0,0,0,0,1.93,1.13,0.8,0.13,0,
547,Marcus Davenport,Marcus Davenport,NOR,26,DE,15,9,,,0,,,,,,,0,0.03,1.93,1.07,0.87,0.13,0.53,
548,Jonathan Bullard,Jonathan Bullard,MIN,29,DL,12,7,,,0,,,,,,,0,0,1.92,1.42,0.5,0.42,0.08,
549,Bryan Mone,Bryan Mone,SEA,27,DT,13,3,0,0,0,0,0.08,,,,,0,0,1.92,1.15,0.77,0.15,0.08,
550,Von Miller,Von Miller,BUF,33,LB,11,11,0,0,0,0,0.18,0.09,0,0,0,0,0.73,1.91,1.64,0.27,0.91,1.09,
551,DeMarcus Walker,DeMarcus Walker,TEN,28,DL,17,6,,,0,,,,,,,0,0.41,1.88,1.35,0.53,0.59,0.94,
552,Arnold Ebiketie,Arnold Ebiketie,ATL,23,OLB,16,1,0,0,0,0,0.13,0.13,0,0,0,0,0.16,1.88,1.31,0.56,0.19,0.69,
553,Nick Williams,Nick Williams,NYG,32,DL,8,7,0,0,0,0,0.25,,,,,0,0,1.88,0.63,1.25,0,0.25,
554,Elijah Hicks,Elijah Hicks,CHI,23,DB,15,2,,,0,,,0.07,0,1,0,0,0,1.87,1,0.87,0,0,
555,Tanoh Kpassagnon,Tanoh Kpassagnon,NOR,28,DE,15,5,,,0,,,,,,,0,0.13,1.87,1,0.87,0.2,0.4,
556,Jason Pierre-Paul,Jason Pierre-Paul,BAL,33,OLB,14,13,0.07,0.21,0,3,0.36,,,,,0,0.21,1.86,1.21,0.64,0.36,0.21,
557,Anthony Averett,Anthony Averett,LVR,28,CB,7,6,0,0,0,0,0.14,,,,,0,0,1.86,1.71,0.14,0,0,
558,Jalen Dalton,Jalen Dalton,ATL,25,DT,7,0,,,0,,,,,,,0,0,1.86,1.14,0.71,0.14,0,
559,Zyon McCollum,Zyon McCollum,TAM,23,CB,13,3,0,0,0,0,0.08,,,,,0,0,1.85,1.38,0.46,0,0,
560,Christian Elliss,Christian Elliss,PHI,23,LB,6,0,,,0,,,,,,,0,0,1.83,1.5,0.33,0,0,
561,Sam Okuayinonu,Sam Okuayinonu,TEN,24,DT,6,0,,,0,,,,,,,0,0.08,1.83,0.5,1.33,0,0.17,
562,Malik Harrison,Malik Harrison,BAL,24,LB,17,8,,,0,,,,,,,0,0,1.82,1.18,0.65,0.06,0,
563,Kingsley Enagbare,Kingsley Enagbare,GNB,22,LB,17,7,0,0,0,0,0.18,,,,,0,0.18,1.82,1.06,0.76,0.29,0.47,
564,Dayo Odeyingbo,Dayo Odeyingbo,IND,23,DE,17,4,,,0,,,,,,,0,0.29,1.82,1.06,0.76,0.29,0.65,
565,Trevis Gipson,Trevis Gipson,CHI,25,DL,17,10,0,0,0,0,0.18,,,,,0,0.18,1.82,1,0.82,0.24,0.65,
566,Tedarrell Slaton,Tedarrell Slaton,GNB,25,DL,17,2,0,0,0,0,0.12,,,,,0,0,1.82,0.88,0.94,0.12,0,
567,Isaiah Pola-Mao,Isaiah Pola-Mao,LVR,23,S,11,0,,,0,,,,,,,0,0.09,1.82,1.27,0.55,0.18,0.18,
568,Leki Fotu,Leki Fotu,ARI,24,DT,17,9,,,0,,,0,0,1,0,0,0,1.82,0.76,1.06,0.06,0.12,
569,Al-Quadin Muhammad,Al-Quadin Muhammad,CHI,27,DL,16,9,,,0,,,0.06,0,0,0,0,0.06,1.81,0.94,0.88,0.06,0.19,
570,Josh Uche,Josh Uche,NWE,24,LB,15,0,,,0,,,0.13,0,0,0,0,0.77,1.8,1.53,0.27,0.6,0.93,
571,Tre Flowers,Tre Flowers,CIN,27,CB,15,0,0.07,0,0,0,0.2,0,0,1,0,0,0,1.8,1.33,0.47,0,0,
572,Earnest Brown IV,Earnest Brown IV,LAR,23,DE,5,3,,,0,,,,,,,0,0,1.8,0.6,1.2,0.2,0,
573,Malik Reed,Malik Reed,PIT,26,LB,14,2,0,0,0,0,0.14,,,,,0,0.07,1.79,0.57,1.21,0.07,0.29,
574,Trayvon Mullen,Trayvon Mullen,2TM,25,,9,0,0,0,0,0,0.11,0.11,0,0,0,0,0,1.78,1.44,0.33,0,0.11,
575,Marlon Tuipulotu,Marlon Tuipulotu,PHI,23,DT,9,1,,,0,,,0,0,1,0,0,0.11,1.78,0.89,0.89,0.11,0.22,
576,Myjai Sanders,Myjai Sanders,ARI,24,OLB,13,4,0,0,0,0,0.23,0.08,0,1,0,0,0.23,1.77,1.31,0.46,0.23,0.38,
577,Carl Nassib,Carl Nassib,TAM,29,OLB,13,1,0,0,0,0,0.23,0,0,1,0,0,0.27,1.77,1.15,0.62,0.46,0.46,
578,Dominique Robinson,Dominique Robinson,CHI,24,DL,17,7,0,0,0,0,0.12,,,,,0,0.09,1.76,1.12,0.65,0.12,0.12,
579,Brandon Facyson,Brandon Facyson,IND,28,CB,16,4,0,0,0,0,0.38,,,,,0,0,1.75,1.63,0.13,0,0,
580,David Long,David Long Jr.,LAR,24,DB,12,4,0,0,0,0,0.08,,,,,0,0,1.75,1.5,0.25,0,0,
581,Anthony Rush,Anthony Rush,ATL,26,DT,4,4,,,0,,,,,,,0,0,1.75,0.75,1,0,0,
582,Josh Tupou,Josh Tupou,CIN,28,DT,11,6,,,0,,,,,,,0,0.18,1.73,0.73,1,0.18,0.27,
583,Dee Delaney,Dee Delaney,TAM,27,DB,17,1,,,0,,,0,0.06,0,0,0,0,1.71,1.47,0.24,0.12,0,
584,Keith Taylor,Keith Taylor,CAR,24,CB,17,2,0,0,0,0,0.18,0,0.06,2,0,0,0,1.71,1.41,0.29,0,0,
585,James Pierre,James Pierre,PIT,26,CB,17,2,0.06,0,0,0,0.24,0,0.06,1,0,0,0,1.71,1.24,0.47,0,0,
586,Marquis Haynes,Marquis Haynes,CAR,29,DE,17,1,0,0,0,0,0.24,0,0,1,44,1,0.29,1.71,1.18,0.53,0.41,0.76,
587,Quinton Jefferson,Quinton Jefferson,SEA,29,DE,17,3,0,0,0,0,0.12,,,,,0,0.32,1.71,1,0.71,0.35,0.76,
588,Damarion Williams,Damarion Williams,BAL,24,CB,14,0,0,0,0,0,0.14,,,,,0,0,1.71,1.07,0.64,0.07,0,
589,Baron Browning,Baron Browning,DEN,23,OLB,14,8,0.07,-0.43,0,-6,0.14,0,0.07,1,0,0,0.36,1.71,1,0.71,0.57,0.86,
590,Folorunso Fatukasi,Folorunso Fatukasi,JAX,27,DL,14,13,0,0,0,0,0.21,,,,,0,0.11,1.71,0.93,0.79,0.14,0.21,
591,Kentavius Street,Kentavius Street,NOR,26,DT,17,0,0,0,0,0,0.06,,,,,0,0.21,1.71,0.76,0.94,0.29,0.47,
592,James Houston,James Houston,DET,24,LB,7,2,,,0,,,0.14,0,1,0,0,1.14,1.71,1.57,0.14,1,1.57,
593,Isaac Rochell,Isaac Rochell,2TM,27,,7,1,,,0,,,,,,,0,0,1.71,1.57,0.14,0.14,0.29,
594,Harvey Langi,Harvey Langi,3TM,30,,7,2,,,0,,,,,,,0,0,1.71,1.43,0.29,0,0.14,
595,Julian Okwara,Julian Okwara,DET,25,LB,10,2,,,0,,,,,,,0,0.2,1.7,1,0.7,0.3,0.3,
596,Rashad Weaver,Rashad Weaver,TEN,25,OLB,16,4,0,0,0,0,0.38,0.13,0,1,0,0,0.34,1.69,1.13,0.56,0.44,0.94,
597,Patrick Jones II,Patrick Jones II,MIN,24,OLB,16,0,,,0,,,,,,,0,0.25,1.69,1,0.69,0.5,0.31,
598,Cobie Durant,Cobie Durant,LAR,24,DB,13,1,0.23,11.6,0.08,85,0.38,,,,,0,0.08,1.69,1.15,0.54,0.08,0.08,
599,Anfernee Jennings,Anfernee Jennings,NWE,25,LB,16,3,0,0,0,0,0.13,0.06,0,0,0,0,0.09,1.69,0.94,0.75,0.06,0.25,
600,Perrion Winfrey,Perrion Winfrey,CLE,22,DT,13,0,0,0,0,0,0.15,,,,,0,0.04,1.69,0.62,1.08,0.08,0.15,
601,Jonathan Bostic,Jonathan Bostic,WAS,31,LB,15,5,,,0,,,,,,,0,0,1.67,0.73,0.93,0,0,
602,Jaleel Johnson,Jaleel Johnson,2TM,28,,9,1,,,0,,,0,0,1,0,0,0.11,1.67,1.22,0.44,0,0.22,
603,Corey Peters,Corey Peters,JAX,34,DL,12,3,,,0,,,,,,,0,0,1.67,0.92,0.75,0.42,0.17,
604,Jordan Phillips,Jordan Phillips,BUF,30,DT,12,1,0,0,0,0,0.17,,,,,0,0.13,1.67,0.75,0.92,0.25,0.5,
605,John Reid,John Reid,TEN,26,DB,3,1,,,0,,,,,,,0,0,1.67,1.67,0,0,0.33,
606,Chase Young,Chase Young,WAS,23,DE,3,2,0,0,0,0,0.33,,,,,0,0,1.67,1,0.67,0,0.33,
607,Brandon Copeland,Brandon Copeland,BAL,31,LB,3,0,,,0,,,,,,,0,0.33,1.67,0.67,1,0.33,0.33,
608,Tanzel Smart,Tanzel Smart,NYJ,28,DT,3,0,,,0,,,,,,,0,0,1.67,0.67,1,0,0,
609,K'Von Wallace,K'Von Wallace,PHI,25,S,17,1,0,0,0,0,0.12,,,,,0,0,1.65,1.24,0.41,0.06,0,
610,Alex Wright,Alex Wright,CLE,22,DE,17,5,0,0,0,0,0.29,0,0,1,0,0,0,1.65,0.76,0.88,0.12,0,
611,Bud Dupree,Bud Dupree,TEN,29,OLB,11,11,,,0,,,0.09,0,2,2,0,0.36,1.64,1.27,0.36,0.55,0.82,
612,James Smith-Williams,James Smith-Williams,WAS,25,DE,14,14,0,0,0,0,0.07,,,,,0,0.21,1.64,0.86,0.79,0.36,1.14,
613,Henry Anderson,Henry Anderson,CAR,31,DE,11,0,,,0,,,,,,,0,0,1.64,0.82,0.82,0.27,0.09,
614,Darrell Taylor,Darrell Taylor,SEA,25,LB,16,3,0,0,0,0,0.06,0.25,0,1,21,0,0.59,1.63,1.38,0.25,0.5,0.81,
615,Blake Cashman,Blake Cashman,HOU,26,LB,16,1,0,0,0,0,0.13,0,0,1,0,0,0.19,1.63,1.19,0.44,0.25,0.31,
616,Josiah Scott,Josiah Scott,PHI,23,CB,16,4,0.13,0.81,0,13,0.5,,,,,0,0,1.63,1.19,0.44,0.13,0,
617,Taven Bryan,Taven Bryan,CLE,26,DT,16,16,0,0,0,0,0.06,,,,,0,0.19,1.63,0.69,0.94,0.13,0.38,
618,Clelin Ferrell,Clelin Ferrell,LVR,25,DE,16,4,0,0,0,0,0.13,,,,,0,0.13,1.63,0.5,1.13,0.19,0.5,
619,Cameron Lewis,Cameron Lewis,BUF,25,CB,13,1,,,0,,,,,,,0,0,1.62,1.15,0.46,0,0,
620,Oshane Ximines,Oshane Ximines,NYG,26,OLB,15,4,0,0,0,0,0.13,0.07,0.07,1,1,0,0.13,1.6,1,0.6,0.2,0.53,
621,Travis Jones,Travis Jones,BAL,23,DT,15,3,0,0,0,0,0.07,,,,,0,0.07,1.6,0.93,0.67,0.07,0.13,
622,A.J. Klein,A.J. Klein,3TM,31,,10,2,,,0,,,,,,,0,0,1.6,1.1,0.5,0.2,0,
623,Verone McKinley,Verone McKinley,MIA,22,S,10,2,0.1,1.7,0,17,0.1,,,,,0,0,1.6,1,0.6,0,0.1,
624,Josh Paschal,Josh Paschal,DET,23,DL,10,4,,,0,,,,,,,0,0.2,1.6,1,0.6,0.2,0.4,
625,John Ridgeway,John Ridgeway,WAS,23,DT,15,4,0,0,0,0,0.07,0.07,0,0,0,0,0,1.6,0.6,1,0,0,
626,Myles Adams,Myles Adams,SEA,24,DT,10,0,0,0,0,0,0.1,,,,,0,0,1.6,0.6,1,0.1,0.1,
627,Joe Gaziano,Joe Gaziano,LAC,26,DL,5,0,,,0,,,,,,,0,0.2,1.6,1.2,0.4,0.2,0.2,
628,Tershawn Wharton,Tershawn Wharton,KAN,24,DT,5,0,,,0,,,,,,,0,0.2,1.6,0.8,0.8,0.2,0.8,
629,Romeo Okwara,Romeo Okwara,DET,27,DL,5,0,,,0,,,,,,,0,0.4,1.6,0.6,1,0.4,0.4,
630,Dante Fowler,Dante Fowler,DAL,28,DE,17,0,0,0,0,0,0.12,0.12,0,0,0,0,0.35,1.59,1.29,0.29,0.41,0.53,
631,Eric Murray,Eric Murray,HOU,28,DB,17,0,,,0,,,,,,,0,0,1.59,1.06,0.53,0,0,
632,Arden Key,Arden Key,JAX,26,OLB,17,3,0,0,0,0,0.12,0,0,1,0,0,0.26,1.59,0.94,0.65,0.29,0.88,
633,Timmy Horne,Timmy Horne,ATL,25,DL,17,5,0,0,0,0,0.06,,,,,0,0,1.59,0.76,0.82,0,0.06,
634,Jonathan Ledbetter,Jonathan Ledbetter,ARI,25,DE,14,3,,,0,,,,,,,0,0.07,1.57,0.71,0.86,0.14,0.14,
635,DeAundre Alford,DeAundre Alford,ATL,25,CB,16,0,0.06,0,0,0,0.44,,,,,0,0.03,1.56,1.13,0.44,0.06,0.06,0.06
636,Cameron Sample,Cameron Sample,CIN,23,DE,16,1,,,0,,,,,,,0,0.13,1.56,1.06,0.5,0.25,0.44,
637,Casey Toohill,Casey Toohill,WAS,26,DE,16,0,,,0,,,0,0,2,1,1,0.06,1.56,0.81,0.75,0.13,0.38,
638,Tony Adams,Tony Adams,NYJ,23,S,11,1,,,0,,,,,,,0,0,1.55,0.91,0.64,0,0,
639,Kevin Givens,Kevin Givens,SFO,25,DT,13,11,0,0,0,0,0.08,,,,,0,0.15,1.54,0.85,0.69,0.54,0.23,
640,Justin Bethel,Justin Bethel,MIA,32,CB,17,0,0.06,0.65,0,11,0.24,,,,,0,0,1.53,1,0.53,0,0,
641,Tre Norwood,Tre Norwood,PIT,23,DB,15,3,,,0,,,,,,,0,0,1.53,1.13,0.4,0.13,0,
642,Mike Pennel,Mike Pennel,CHI,31,DL,17,2,0,0,0,0,0.12,0.06,0,1,0,0,0,1.53,0.94,0.59,0.12,0.12,
643,Solomon Thomas,Solomon Thomas,NYJ,27,DE,17,0,,,0,,,,,,,0,0.03,1.53,0.76,0.76,0.12,0.24,
644,Montravius Adams,Montravius Adams,PIT,27,DT,17,9,0,0,0,0,0.06,,,,,0,0,1.53,0.71,0.82,0.06,0,
645,Kurt Hinish,Kurt Hinish,HOU,23,DL,15,3,,,0,,,,,,,0,0.07,1.53,0.73,0.8,0.4,0.13,
646,Markus Bailey,Markus Bailey,CIN,25,LB,16,1,,,0,,,,,,,0,0,1.5,1.13,0.38,0.13,0,
647,Ronnie Harrison,Ronnie Harrison,CLE,25,S,16,5,0,0,0,0,0.06,,,,,0,0.03,1.5,1,0.5,0,0.06,
648,Tomon Fox,Tomon Fox,NYG,24,OLB,16,1,,,0,,,,,,,0,0.06,1.5,0.94,0.56,0.19,0.06,
649,Justin Houston,Justin Houston,BAL,33,OLB,14,1,0.07,0.36,0,5,0.07,0.07,0,0,0,0,0.68,1.5,1,0.5,0.5,1.21,
650,Thomas Booker,Thomas Booker,HOU,23,DL,10,1,0,0,0,0,0.1,,,,,0,0.05,1.5,1.1,0.4,0.1,0.1,
651,Jalyn Armour-Davis,Jalyn Armour-Davis,BAL,23,CB,4,1,0,0,0,0,0.25,,,,,0,0,1.5,1,0.5,0.25,0,
652,Ja'Marcus Ingram,Ja'Marcus Ingram,BUF,25,CB,2,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
653,Jackrabbit Jenkins,Jackrabbit Jenkins,SFO,34,CB,2,0,,,0,,,,,,,0,0,1.5,1,0.5,0,0,
654,Manny Jones,Manny Jones,ARI,23,DT,4,0,,,0,,,,,,,0,0,1.5,0.5,1,0,0,
655,Isaiah Mack,Isaiah Mack,BAL,26,NT,2,0,,,0,,,,,,,0,0,1.5,0.5,1,0.5,0,
656,Domenique Davis,Domenique Davis,CIN,26,DT,2,0,,,0,,,,,,,0,0,1.5,0,1.5,0,0,
657,Prince Emili,Prince Emili,BUF,24,DT,2,0,0,0,0,0,0.5,,,,,0,0,1.5,0,1.5,0,0,
658,Daniel Sorensen,Daniel Sorensen,NOR,32,S,17,2,0.12,2.94,0,36,0.18,,,,,0,0,1.47,0.88,0.59,0,0,
659,Sam Williams,Sam Williams,DAL,23,DE,15,0,0,0,0,0,0.07,0.07,0,3,0,0,0.27,1.47,1,0.47,0.67,0.6,
660,Jordan Kunaszyk,Jordan Kunaszyk,CLE,26,LB,15,2,0,0,0,0,0.07,0.07,0,0,0,0,0,1.47,0.93,0.53,0,0,
661,Chauncey Golston,Chauncey Golston,DAL,24,DE,15,0,0,0,0,0,0.07,,,,,0,0.07,1.47,0.87,0.6,0.13,0.13,
662,Zeke Turner,Zeke Turner,ARI,26,LB,15,1,,,0,,,0.07,0,0,0,0,0,1.47,0.8,0.67,0.2,0,
663,Derrick Nnadi,Derrick Nnadi,KAN,26,DT,17,17,,,0,,,,,,,0,0,1.47,0.65,0.82,0.06,0,
664,Angelo Blackson,Angelo Blackson,CHI,30,DL,15,4,0,0,0,0,0.07,,,,,0,0,1.47,0.67,0.8,0.07,0.07,
665,Quinton Bohanna,Quinton Bohanna,DAL,23,DT,13,9,,,0,,,,,,,0,0,1.46,0.54,0.92,0.08,0.08,
666,Naquan Jones,Naquan Jones,TEN,24,DT,11,1,,,0,,,,,,,0,0.09,1.45,0.55,0.91,0.18,0.18,
667,Henry Mondeaux,Henry Mondeaux,NYG,27,DL,11,4,,,0,,,,,,,0,0,1.45,0.45,1,0.09,0,
668,Josh Blackwell,Josh Blackwell,CHI,23,DB,16,1,,,0,,,0.06,0,1,0,0,0,1.44,1,0.44,0,0,
669,Kevin Strong,Kevin Strong,TEN,26,DE,16,1,0,0,0,0,0.13,,,,,0,0,1.44,0.88,0.56,0,0,
670,Jonah Williams,Jonah Williams,LAR,27,DT,16,6,,,0,,,,,,,0,0.03,1.44,0.69,0.75,0,0.25,
671,Zachary Carter,Zachary Carter,CIN,23,DT,16,9,0,0,0,0,0.06,,,,,0,0.03,1.44,0.63,0.81,0.06,0.06,
672,Tyus Bowser,Tyus Bowser,BAL,27,OLB,9,4,0,0,0,0,0.22,0.11,0,0,0,0,0.22,1.44,0.89,0.56,0.33,0.44,
673,Akeem Spence,Akeem Spence,SFO,31,DL,7,0,,,0,,,,,,,0,0,1.43,0.57,0.86,0,0,
674,Deadrin Senat,Deadrin Senat,TAM,28,DT,12,0,,,0,,,,,,,0,0.08,1.42,0.83,0.58,0.17,0.17,
675,Efe Obada,Efe Obada,WAS,30,DE,17,1,0,0,0,0,0.12,,,,,0,0.24,1.41,0.82,0.59,0.24,0.47,
676,Dawuane Smoot,Dawuane Smoot,JAX,27,DL,15,0,0,0,0,0,0.13,0.07,0,1,0,0,0.33,1.4,0.93,0.47,0.4,0.8,
677,Ifeatu Melifonwu,Ifeatu Melifonwu,DET,23,S,10,1,0,0,0,0,0.2,,,,,0,0.05,1.4,0.9,0.5,0.1,0,
678,Terrel Bernard,Terrel Bernard,BUF,23,LB,16,1,,,0,,,,,,,0,0,1.38,0.69,0.69,0,0,
679,P.J. Locke,P.J. Locke,DEN,25,S,16,0,0,0,0,0,0.06,0.13,0,0,0,0,0,1.38,0.69,0.69,0.06,0,
680,Jordan Davis,Jordan Davis,PHI,22,DT,13,5,0,0,0,0,0.08,,,,,0,0,1.38,0.62,0.77,0.08,0,
681,Terrell Burgess,Terrell Burgess,2TM,24,,8,1,,,0,,,,,,,0,0,1.38,0.88,0.5,0,0,
682,Kyle Peko,Kyle Peko,LVR,29,DT,8,0,0,0,0,0,0.13,,,,,0,0,1.38,0.63,0.75,0,0,
683,Christian Matthew,Christian Matthew,ARI,26,CB,14,3,0,0,0,0,0.21,,,,,0,0,1.36,0.86,0.5,0,0,
684,Vinny Curry,Vinny Curry,NYJ,34,DE,11,0,,,0,,,,,,,0,0,1.36,0.82,0.55,0.18,0.09,
685,Keisean Nixon+,Keisean Nixon,GNB,25,CB,17,4,0.06,0.06,0,1,0.12,0.06,0,0,0,0,0,1.35,1.06,0.29,0.06,0,
686,Russ Yeast,Russ Yeast,LAR,23,S,15,1,,,0,,,,,,,0,0,1.33,1.07,0.27,0.07,0,
687,James Lynch,James Lynch,MIN,23,DL,15,2,,,0,,,,,,,0,0,1.33,0.73,0.6,0.07,0,
688,Jordan Willis,Jordan Willis,SFO,27,DE,9,0,,,0,,,0.11,0,1,0,0,0.22,1.33,0.67,0.67,0.33,0.44,
689,Austin Calitro,Austin Calitro,2TM,28,,6,2,,,0,,,,,,,0,0,1.33,0.67,0.67,0.33,0,
690,Neil Farrell,Neil Farrell,LVR,24,DT,9,0,,,0,,,,,,,0,0,1.33,0.33,1,0.11,0.22,
691,Ulysees Gilbert,Ulysees Gilbert,TAM,25,LB,3,0,,,0,,,,,,,0,0,1.33,1,0.33,0,0,
692,Luiji Vilain,Luiji Vilain,MIN,24,OLB,3,0,,,0,,,,,,,0,0,1.33,1,0.33,0,0,
693,Marcus Kemp,Marcus Kemp,KAN,27,WR,3,0,,,0,,,,,,,0,0,1.33,0.67,0.67,0,0,
694,Demone Harris,Demone Harris,HOU,27,DL,3,0,0,0,0,0,0.33,,,,,0,0,1.33,0,1.33,0,0.33,
695,Mario Edwards,Mario Edwards,TEN,28,DE,13,7,0,0,0,0,0.08,,,,,0,0.23,1.31,0.85,0.46,0.31,0.85,
696,Brent Urban,Brent Urban,BAL,31,DE,16,0,0,0,0,0,0.19,,,,,0,0.06,1.31,0.63,0.69,0.13,0.06,
697,Eric Wilson,Eric Wilson,GNB,28,LB,13,0,,,0,,,,,,,0,0.08,1.31,0.69,0.62,0.08,0,
698,Bravvion Roy,Bravvion Roy,CAR,26,DT,13,4,0.08,0.23,0,3,0.23,,,,,0,0,1.31,0.31,1,0,0.08,
699,George Odum,George Odum,SFO,29,DB,17,0,0.06,1.47,0,25,0.06,,,,,0,0,1.29,0.94,0.35,0,0,
700,Tremon Smith,Tremon Smith,HOU,26,DB,17,2,0.12,1.94,0,26,0.24,0.18,0,0,0,0,0,1.29,0.94,0.35,0.06,0,
701,Melvin Ingram,Melvin Ingram,MIA,33,LB,17,3,0,0,0,0,0.06,0.06,0,2,3,1,0.35,1.29,0.88,0.41,0.41,0.59,
702,Demetrius Flannigan-Fowles,Demetrius Flannigan-Fowles,SFO,26,LB,17,0,,,0,,,,,,,0,0.06,1.29,0.76,0.53,0.06,0.06,
703,Ja'Sir Taylor,Ja'Sir Taylor,LAC,23,DB,17,3,0,0,0,0,0.06,,,,,0,0,1.29,0.76,0.53,0,0,
704,Ifeadi Odenigbo,Ifeadi Odenigbo,2TM,28,,14,0,,,0,,,,,,,0,0.25,1.29,0.64,0.64,0.29,0.43,
705,T.J. Carrie,T.J. Carrie,CAR,32,CB,7,0,,,0,,,0.14,0,1,0,0,0,1.29,0.71,0.57,0,0,
706,Justin Ellis,Justin Ellis,NYG,32,DL,17,4,,,0,,,,,,,0,0.06,1.29,0.29,1,0.12,0.06,
707,Tim Settle,Tim Settle,BUF,25,DT,15,2,0,0,0,0,0.07,0.07,0,1,0,0,0.07,1.27,0.73,0.53,0.27,0.13,
708,Adam Gotsis,Adam Gotsis,JAX,30,DL,15,1,0,0,0,0,0.13,0,0,1,0,0,0.1,1.27,0.67,0.6,0.2,0.6,
709,Boogie Basham,Boogie Basham,BUF,25,DE,15,0,0.07,1.4,0,21,0.13,0,0,1,1,0,0.13,1.27,0.6,0.67,0.07,0.33,
710,DeMarvin Leal,DeMarvin Leal,PIT,22,DE,11,2,0,0,0,0,0.27,,,,,0,0,1.27,0.73,0.55,0.09,0,
711,Kelvin Joseph,Kelvin Joseph,DAL,22,CB,16,1,0,0,0,0,0.13,0.06,0,0,0,0,0,1.25,1.06,0.19,0,0,
712,John Jenkins,John Jenkins,MIA,33,DT,16,0,,,0,,,,,,,0,0,1.25,0.5,0.75,0,0.06,
713,Mario Addison,Mario Addison,HOU,35,DL,12,1,0,0,0,0,0.08,0.08,0,0,0,0,0.08,1.25,0.5,0.75,0.08,0.17,
714,Ndamukong Suh,Ndamukong Suh,PHI,35,DT,8,0,,,0,,,,,,,0,0.13,1.25,0.5,0.75,0,0.25,
715,Kendal Vickers,Kendal Vickers,LVR,27,DT,8,0,,,0,,,,,,,0,0,1.25,0.5,0.75,0,0,
716,Mitchell Fraboni,Mitchell Fraboni,DEN,26,LS,4,0,,,0,,,,,,,0,0,1.25,0.75,0.5,0,0,
717,Elijah Riley,Elijah Riley,PIT,24,S,4,0,,,0,,,,,,,0,0,1.25,0.75,0.5,0,0,
718,Chris Board,Chris Board,DET,27,LB,17,1,0,0,0,0,0.06,0.06,0,0,0,0,0,1.24,1,0.24,0,0.06,
719,Matt Henningsen,Matt Henningsen,DEN,23,DE,17,0,,,0,,,,,,,0,0.06,1.24,0.47,0.76,0.12,0.06,
720,Zack Baun,Zack Baun,NOR,26,LB,13,1,,,0,,,,,,,0,0,1.23,0.85,0.38,0.08,0.15,
721,Arik Armstead,Arik Armstead,SFO,29,DL,9,9,,,0,,,,,,,0,0,1.22,0.89,0.33,0.22,0.44,
722,Emmanuel Ogbah,Emmanuel Ogbah,MIA,29,DE,9,3,,,0,,,,,,,0,0.11,1.22,0.78,0.44,0.11,0.78,
723,Victor Dimukeje,Victor Dimukeje,ARI,23,OLB,14,2,,,0,,,,,,,0,0,1.21,0.86,0.36,0,0.07,
724,Will Parks,Will Parks,NYJ,28,S,14,3,,,0,,,,,,,0,0,1.21,0.71,0.5,0,0,
725,J.T. Gray,J.T. Gray,NOR,26,DB,14,0,,,0,,,,,,,0,0.18,1.21,0.64,0.57,0.07,0.14,
726,Joseph Jones,Joseph Jones,TEN,28,LB,15,0,,,0,,,,,,,0,0,1.2,0.87,0.33,0,0,
727,Jerry Tillery,Jerry Tillery,2TM,26,,15,4,,,0,,,0.07,0,0,0,0,0.07,1.2,0.87,0.33,0,0.27,
728,Sidney Jones,Sidney Jones,2TM,26,CB,10,2,0,0,0,0,0.1,,,,,0,0,1.2,0.7,0.5,0,0,
729,Josh Jackson,Josh Jackson,2TM,26,,5,1,,,0,,,0,0,1,0,0,0,1.2,1,0.2,0,0,
730,Andre Smith,Andre Smith,TEN,25,LB,5,0,,,0,,,,,,,0,0,1.2,0.8,0.4,0,0,
731,Siran Neal,Siran Neal,BUF,28,CB,16,0,0,0,0,0,0.25,,,,,0,0,1.19,0.81,0.38,0,0.06,
732,Samuel Womack,Samuel Womack,SFO,23,CB,16,1,0.06,0,0,0,0.13,0.06,0,1,0,0,0,1.19,0.81,0.38,0.06,0,
733,Kerry Hyder,Kerry Hyder,SFO,31,DE,16,1,0,0,0,0,0.19,0,0,1,0,0,0.06,1.19,0.63,0.56,0.06,0.25,
