Rk,PFF Name,displayName,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb▼,Solo,Ast,TFL,QBHits,Sfty
1373,Logan Thomas,Logan Thomas,WAS,31,TE,14,13,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1374,Calvin Throckmorton,Calvin Throckmorton,NOR,26,OL,14,6,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1375,Kenneth Walker III,Kenneth Walker III,SEA,22,RB,15,11,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1376,Trevon Wesco,Trevon Wesco,CHI,27,TE,14,1,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1377,Jelani Woods,Jelani Woods,IND,24,TE,15,2,,,0,,,0,0.07,0,0,0,0,0.07,0.07,0,0,0,
1378,Kevin Zeitler,Kevin Zeitler,BAL,32,G,15,15,,,0,,,,,,,0,0,0.07,0.07,0,0,0,
1379,Andy Dalton,Andy Dalton,NOR,35,QB,14,14,,,0,,,0,0.36,4,1,0,0,0.07,0,0.07,0,0,
1380,Kenyon Green,Kenyon Green,HOU,21,OL,15,14,,,0,,,,,,,0,0,0.07,0,0.07,0,0,
1381,Ke'Shawn Vaughn,Ke'Shawn Vaughn,TAM,25,RB,15,0,,,0,,,,,,,0,0,0.07,0,0.07,0,0,
1382,Nelson Agholor,Nelson Agholor,NWE,29,WR,16,7,,,0,,,0,0.13,1,0,0,0,0.06,0.06,0,0,0,
1383,Tom Brady,Tom Brady,TAM,45,QB,17,17,,,0,,,0,0.29,1,7,0,0,0.06,0.06,0,0,0,
1384,Aaron Brewer,Aaron Brewer,TEN,25,OL,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1385,Spencer Burford,Spencer Burford,SFO,23,OL,16,16,,,0,,,0.06,0,0,0,0,0,0.06,0.06,0,0,0,
1386,Parris Campbell,Parris Campbell,IND,25,WR,17,16,,,0,,,0,0.06,1,0,0,0,0.06,0.06,0,0,0,
1387,Michael Carter,Michael Carter,NYJ,23,RB,16,10,,,0,,,0,0.13,0,0,0,0,0.06,0.06,0,0,0,
1388,James Cook,James Cook,BUF,23,RB,16,0,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1389,Morgan Cox*,Morgan Cox,TEN,36,LS,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1390,Dennis Daley,Dennis Daley,TEN,26,OL,17,15,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1391,Drew Dalman,Drew Dalman,ATL,24,OL,17,17,,,0,,,0,0.06,0,-3,0,0,0.06,0.06,0,0,0,
1392,Josiah Deguara,Josiah Deguara,GNB,25,TE,17,3,,,0,,,,,,,0,0,0.06,0.06,0,0.06,0,0.06
1393,Landon Dickerson*,Landon Dickerson,PHI,24,G,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1394,AJ Dillon,AJ Dillon,GNB,24,RB,17,3,,,0,,,0,0.06,2,0,0,0,0.06,0.06,0,0,0,
1395,Greg Dortch,Greg Dortch,ARI,24,WR,16,4,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1396,Gerald Everett,Gerald Everett,LAC,28,TE,16,11,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1397,Luke Farrell,Luke Farrell,JAX,25,TE,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1398,Jake Ferguson,Jake Ferguson,DAL,23,TE,16,8,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1399,Reid Ferguson,Reid Ferguson,BUF,28,LS,16,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1400,Leonard Fournette,Leonard Fournette,TAM,27,RB,16,9,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1401,Pat Freiermuth,Pat Freiermuth,PIT,24,TE,16,8,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1402,Will Fries,Will Fries,IND,24,G,16,9,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1403,Graham Gano,Graham Gano,NYG,35,K,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1404,Jamie Gillan,Jamie Gillan,NYG,25,P,17,0,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1405,Noah Gray,Noah Gray,KAN,23,TE,17,8,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1406,Justin Herbert,Justin Herbert,LAC,24,QB,17,17,,,0,,,0,0.47,4,0,0,0,0.06,0.06,0,0,0,
1407,Austin Hooper,Austin Hooper,TEN,28,TE,17,2,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1408,James Hurst,James Hurst,NOR,31,OL,16,16,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1409,Ed Ingram,Ed Ingram,MIN,23,G,17,17,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1410,Deon Jackson,Deon Jackson,IND,23,RB,16,2,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1411,Richie James,Richie James,NYG,27,WR,17,4,,,0,,,0,0.18,0,0,0,0,0.06,0.06,0,0,0,
1412,Braxton Jones,Braxton Jones,CHI,23,OL,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1413,Marvin Jones,Marvin Jones,JAX,32,WR,16,10,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1414,Greg Joseph,Greg Joseph,MIN,28,K,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1415,Kyle Juszczyk*,Kyle Juszczyk,SFO,31,FB,16,12,,,0,,,0.06,0,0,0,0,0,0.06,0.06,0,0,0,
1416,Ted Karras,Ted Karras,CIN,29,C,16,16,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1417,Christian Kirk,Christian Kirk,JAX,26,WR,17,17,,,0,,,0,0.06,2,0,0,0,0.06,0.06,0,0,0,
1418,Christian Kuntz,Christian Kuntz,PIT,28,LS,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1419,Corey Levin,Corey Levin,TEN,28,OL,17,3,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1420,Isaiah Likely,Isaiah Likely,BAL,22,TE,16,2,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1421,Greg Little,Greg Little,MIA,25,T,17,7,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1422,Jordan Mailata,Jordan Mailata,PHI,25,T,16,16,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1423,Tre' McKitty,Tre' McKitty,LAC,23,TE,17,8,,,0,,,0,0.06,1,0,0,0,0.06,0.06,0,0,0,
1424,Evan McPherson,Evan McPherson,CIN,23,K,16,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1425,D.K. Metcalf,D.K. Metcalf,SEA,25,WR,17,17,,,0,,,0,0.12,0,0,0,0,0.06,0.06,0,0,0,
1426,Chris Moore,Chris Moore,HOU,29,WR,16,7,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1427,D.J. Moore,D.J. Moore,CAR,25,WR,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1428,Elijah Moore,Elijah Moore,NYJ,22,WR,16,9,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1429,Raheem Mostert,Raheem Mostert,MIA,30,RB,16,14,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1430,Royce Newman,Royce Newman,GNB,25,OL,17,6,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1431,Andrew Norwell,Andrew Norwell,WAS,31,G,16,16,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1432,Dylan Parham,Dylan Parham,LVR,23,G,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1433,Nicholas Petit-Frere,Nicholas Petit-Frere,TEN,23,OL,16,16,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1434,George Pickens,George Pickens,PIT,21,WR,17,12,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1435,Danny Pinter,Danny Pinter,IND,26,G,17,3,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1436,Tony Pollard*,Tony Pollard,DAL,25,RB,16,4,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1437,David Quessenberry,David Quessenberry,BUF,32,OL,16,3,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1438,Jalen Reagor,Jalen Reagor,MIN,23,WR,17,0,,,0,,,0,0.24,3,11,0,0,0.06,0.06,0,0,0,
1439,Riley Reiff,Riley Reiff,CHI,34,OL,16,10,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1440,Patrick Ricard*,Patrick Ricard,BAL,28,FB,17,16,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1441,Jason Sanders,Jason Sanders,MIA,27,K,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1442,Tyler Shatley,Tyler Shatley,JAX,31,OL,17,12,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1443,Dan Skipper,Dan Skipper,DET,28,T,16,5,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1444,Darius Slayton,Darius Slayton,NYG,25,WR,16,11,,,0,,,0,0.13,1,0,0,0,0.06,0.06,0,0,0,
1445,Geno Smith*,Geno Smith,SEA,32,QB,17,17,,,0,,,0,0.47,2,2,0,0,0.06,0.06,0,0,0,
1446,Trey Smith,Trey Smith,KAN,23,OL,16,16,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1447,Tyler Smith,Tyler Smith,DAL,21,OL,17,17,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1448,Cole Strange,Cole Strange,NWE,24,OL,17,17,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1449,Jawaan Taylor,Jawaan Taylor,JAX,25,OL,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1450,Adam Thielen,Adam Thielen,MIN,32,WR,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1451,Carson Tinker,Carson Tinker,SEA,33,LS,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1452,KaVontae Turpin*,KaVontae Turpin,DAL,26,WR,17,0,,,0,,,0,0.18,0,0,0,0,0.06,0.06,0,0,0,
1453,Jaylen Waddle,Jaylen Waddle,MIA,24,WR,17,17,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1454,Justin Watson,Justin Watson,KAN,26,WR,17,5,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1455,Nick Westbrook-Ikhine,Nick Westbrook-Ikhine,TEN,25,WR,17,13,,,0,,,0,0,1,0,0,0,0.06,0.06,0,0,0,
1456,Jedrick Wills Jr.,Jedrick Wills Jr.,CLE,23,T,17,17,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1457,Garrett Wilson,Garrett Wilson,NYJ,22,WR,17,12,,,0,,,0,0.12,2,0,0,0,0.06,0.06,0,0,0,
1458,James Winchester,James Winchester,KAN,33,LS,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1459,Mitch Wishnowsky,Mitch Wishnowsky,SFO,30,P,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1460,Olamide Zaccheaus,Olamide Zaccheaus,ATL,25,WR,17,13,,,0,,,0,0.06,0,0,0,0,0.06,0.06,0,0,0,
1461,Greg Zuerlein,Greg Zuerlein,NYJ,35,K,17,0,,,0,,,,,,,0,0,0.06,0.06,0,0,0,
1462,Braxton Berrios,Braxton Berrios,NYJ,27,WR,17,2,,,0,,,0,0.06,0,0,0,0,0.06,0,0.06,0,0,
1463,Jacoby Brissett,Jacoby Brissett,CLE,30,QB,16,11,,,0,,,0,0.38,1,-1,0,0,0.06,0,0.06,0,0,
1464,Camaron Cheeseman,Camaron Cheeseman,WAS,24,LS,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1465,Jack Coco,Jack Coco,GNB,24,LS,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1466,Kirk Cousins*,Kirk Cousins,MIN,34,QB,17,17,,,0,,,0,0.41,0,-5,0,0,0.06,0,0.06,0,0,
1467,Ikem Ekwonu,Ikem Ekwonu,CAR,22,T,17,17,,,0,,,0,0,1,-1,0,0,0.06,0,0.06,0,0,
1468,Jack Fox,Jack Fox,DET,26,P,17,0,,,0,,,0,0,1,0,0,0,0.06,0,0.06,0,0,
1469,Matt Gay,Matt Gay,LAR,28,K,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1470,Jamycal Hasty,Jamycal Hasty,JAX,26,RB,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1471,Casey Kreiter,Casey Kreiter,NYG,32,LS,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1472,Cornelius Lucas,Cornelius Lucas,WAS,31,T,16,12,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1473,Kaleb McGary,Kaleb McGary,ATL,27,T,17,17,,,0,,,0,0,1,0,0,0,0.06,0,0.06,0,0,
1474,Quenton Nelson*,Quenton Nelson,IND,26,OL,17,17,,,0,,,0,0,2,0,0,0,0.06,0,0.06,0,0,
1475,Chukwuma Okorafor,Chukwuma Okorafor,PIT,25,OL,17,17,,,0,,,0,0,1,0,0,0,0.06,0,0.06,0,0,
1476,Donovan Peoples-Jones,Donovan Peoples-Jones,CLE,23,WR,17,14,,,0,,,0,0.06,0,0,0,0,0.06,0,0.06,0,0,
1477,Eddy Pineiro,Eddy Pineiro,CAR,27,K,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1478,Ben Powers,Ben Powers,BAL,26,G,17,17,,,0,,,0,0,1,0,0,0,0.06,0,0.06,0,0,
1479,Ian Thomas,Ian Thomas,CAR,26,TE,17,17,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1480,Zach Triner,Zach Triner,TAM,31,LS,17,0,,,0,,,,,,,0,0,0.06,0,0.06,0,0,
1481,Laremy Tunsil*,Laremy Tunsil,HOU,28,OL,17,17,,,0,,,0,0,1,-2,0,0,0.06,0,0.06,0,0,
1482,Jordan Akins,Jordan Akins,HOU,30,TE,15,3,,,0,,,0,0.07,1,-2,0,0,,,,,,
1483,Kyle Allen,Kyle Allen,HOU,26,QB,2,2,,,0,,,0,2,1,-4,0,0,,,,,,
1484,David Andrews,David Andrews,NWE,30,C,14,14,,,0,,,0,0,1,0,0,0,,,,,,
1485,Bryan Anger,Bryan Anger,DAL,34,P,17,0,,,0,,,0,0.06,1,-14,0,0,,,,,,
1486,Quinn Bailey,Quinn Bailey,DEN,27,T,8,1,,,0,,,0,0,1,0,0,0,,,,,,
1487,Darrell Baker,Darrell Baker,IND,24,CB,3,0,,,0,,,0,0,1,7,0,0,,,,,,
1488,Josh Ball,Josh Ball,DAL,24,T,13,0,,,0,,,0,0,1,0,0,0,,,,,,
1489,John Bates,John Bates,WAS,25,TE,16,7,,,0,,,0,0.06,1,0,0,0,,,,,,
1490,Ryan Bates,Ryan Bates,BUF,25,OL,15,15,,,0,,,0,0,1,0,0,0,,,,,,
1491,Kelvin Beachum,Kelvin Beachum,ARI,33,OL,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1492,Austin Blythe,Austin Blythe,SEA,30,G,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1493,C.J. Board,C.J. Board,TEN,29,WR,4,0,,,0,,,0,0.25,1,0,0,0,,,,,,
1494,Kendrick Bourne,Kendrick Bourne,NWE,27,WR,16,2,,,0,,,0,0.13,1,0,0,0,,,,,,
1495,Spencer Brown,Spencer Brown,BUF,24,T,14,14,,,0,,,0,0,2,0,0,0,,,,,,
1496,Treylon Burks,Treylon Burks,TEN,22,WR,11,6,,,0,,,0,0,1,0,1,0,,,,,,
1497,Joe Burrow*,Joe Burrow,CIN,26,QB,16,16,,,0,,,0,0.38,1,0,0,0,,,,,,
1498,Derek Carr*,Derek Carr,LVR,31,QB,15,15,,,0,,,0,0.27,1,0,0,0,,,,,,
1499,Ben Cleveland,Ben Cleveland,BAL,24,G,9,1,,,0,,,0,0,1,0,0,0,,,,,,
1500,Keelan Cole,Keelan Cole,LVR,29,WR,14,3,,,0,,,0,0.07,1,0,0,0,,,,,,
1501,Keke Coutee,Keke Coutee,IND,25,WR,8,0,,,0,,,0,0.5,1,0,0,0,,,,,,
1502,Britain Covey,Britain Covey,PHI,25,WR,17,0,,,0,,,0,0.12,2,0,0,0,,,,,,
1503,Charles Cross,Charles Cross,SEA,22,T,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1504,Scott Daly,Scott Daly,DET,28,LS,17,0,,,0,,,0,0.06,1,0,0,0,,,,,,
1505,Sam Darnold,Sam Darnold,CAR,25,QB,6,6,,,0,,,0,1,3,-1,0,0,,,,,,
1506,Corey Davis,Corey Davis,NYJ,27,WR,13,10,,,0,,,0.08,0,0,0,0,0,,,,,,
1507,Mike Davis,Mike Davis,BAL,29,RB,8,0,,,0,,,0,0.13,2,0,0,0,,,,,,
1508,Stefon Diggs*,Stefon Diggs,BUF,29,WR,16,16,,,0,,,0,0.06,1,0,0,0,,,,,,
1509,Joshua Dobbs,Joshua Dobbs,TEN,27,QB,2,2,,,0,,,0,2,2,0,0,0,,,,,,
1510,Kevin Dotson,Kevin Dotson,PIT,26,OL,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1511,Romeo Doubs,Romeo Doubs,GNB,22,WR,13,7,,,0,,,0,0.15,1,0,0,0,,,,,,
1512,Devin Duvernay*,Devin Duvernay,BAL,25,WR,14,13,,,0,,,0,0.07,3,0,0,0,,,,,,
1513,Clyde Edwards-Helaire,Clyde Edwards-Helaire,KAN,23,RB,10,6,,,0,,,0,0,1,4,0,0,,,,,,
1514,Travis Etienne,Travis Etienne,JAX,23,RB,17,12,,,0,,,0,0.29,1,0,0,0,,,,,,
1515,Matt Feiler,Matt Feiler,LAC,30,G,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1516,Justin Fields,Justin Fields,CHI,23,QB,15,15,,,0,,,0,1.07,8,-22,0,0,,,,,,
1517,Luke Fortner,Luke Fortner,JAX,24,OL,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1518,Antonio Gibson,Antonio Gibson,WAS,24,RB,15,6,,,0,,,0,0.07,1,0,0,0,,,,,,
1519,Trenton Gill,Trenton Gill,CHI,23,P,17,0,,,0,,,0,0.06,1,0,0,0,,,,,,
1520,Melvin Gordon,Melvin Gordon,DEN,29,RB,10,6,,,0,,,0,0.5,1,0,0,0,,,,,,
1521,Mecole Hardman,Mecole Hardman,KAN,24,WR,8,5,,,0,,,0,0.13,1,0,0,0,,,,,,
1522,Taylor Heinicke,Taylor Heinicke,WAS,29,QB,9,9,,,0,,,0.11,0.78,2,-9,0,0,,,,,,
1523,Chad Henne,Chad Henne,KAN,37,QB,3,0,,,0,,,0,0.33,1,0,0,0,,,,,,
1524,Derrick Henry*,Derrick Henry,TEN,28,RB,16,16,,,0,,,0,0.38,1,-6,0,0,,,,,,
1525,Taysom Hill,Taysom Hill,NOR,32,TE,16,8,,,0,,,0,0.13,2,0,0,0,,,,,,
1526,Tytus Howard,Tytus Howard,HOU,26,OL,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1527,Kareem Hunt,Kareem Hunt,CLE,27,RB,17,0,,,0,,,0,0.06,1,0,0,0,,,,,,
1528,Robert Hunt,Robert Hunt,MIA,26,OL,17,17,,,0,,,0,0.06,1,0,0,0,,,,,,
1529,Caleb Huntley,Caleb Huntley,ATL,24,RB,12,0,,,0,,,0,0.08,1,0,0,0,,,,,,
1530,Tyler Huntley*,Tyler Huntley,BAL,24,QB,6,4,,,0,,,0,0.5,1,-4,0,0,,,,,,
1531,Elgton Jenkins*,Elgton Jenkins,GNB,27,OL,15,15,,,0,,,0,0,1,0,0,0,,,,,,
1532,Aaron Jones,Aaron Jones,GNB,28,RB,17,17,,,0,,,0,0.29,2,0,0,0,,,,,,
1533,Ben Jones*,Ben Jones,TEN,33,C,12,12,,,0,,,0,0,1,0,0,0,,,,,,
1534,Daniel Jones,Daniel Jones,NYG,25,QB,16,16,,,0,,,0,0.38,2,0,0,0,,,,,,
1535,Mac Jones,Mac Jones,NWE,24,QB,14,14,,,0,,,0,0.36,2,-5,0,0,,,,,,
1536,Michael Jordan,Michael Jordan,CAR,24,G,17,0,,,0,,,0,0,1,0,1,0,,,,,,
1537,Alvin Kamara,Alvin Kamara,NOR,27,RB,15,13,,,0,,,0,0.27,1,6,0,0,,,,,,
1538,Jason Kelce*+,Jason Kelce,PHI,35,C,17,17,,,0,,,0,0.06,1,-8,0,0,,,,,,
1539,Ryan Kelly,Ryan Kelly,IND,29,C,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1540,Mason Kinsey,Mason Kinsey,TEN,24,WR,2,0,,,0,,,0,0.5,1,1,0,0,,,,,,
1541,Cole Kmet,Cole Kmet,CHI,23,TE,17,17,,,0,,,0.06,0.06,1,0,0,0,,,,,,
1542,Zonovan Knight,Zonovan Knight,NYJ,21,RB,7,4,,,0,,,0,0.29,1,0,0,0,,,,,,
1543,Tyler Larsen,Tyler Larsen,WAS,31,C,9,8,,,0,,,0,0.11,1,5,0,0,,,,,,
1544,Alex Leatherwood,Alex Leatherwood,CHI,23,OL,4,0,,,0,,,0,0,1,0,0,0,,,,,,
1545,Marlon Mack,Marlon Mack,2TM,26,,8,0,,,0,,,0,0,1,0,0,0,,,,,,
1546,Braden Mann,Braden Mann,NYJ,25,P,17,0,,,0,,,0,0.06,1,0,0,0,,,,,,
1547,Christian McCaffrey*,Christian McCaffrey,2TM,26,RB,17,16,,,0,,,0,0.06,1,0,0,0,,,,,,
1548,Ray-Ray McCloud,Ray-Ray McCloud,SFO,26,WR,17,2,,,0,,,0,0.12,2,0,0,0,,,,,,
1549,Trace McSorley,Trace McSorley,ARI,27,QB,6,1,,,0,,,0,0.33,1,-3,0,0,,,,,,
1550,Jordan Meredith,Jordan Meredith,LVR,24,G,1,0,,,0,,,0,0,1,0,0,0,,,,,,
1551,Kolton Miller,Kolton Miller,LVR,27,T,16,16,,,0,,,0,0,1,0,0,0,,,,,,
1552,Dax Milne,Dax Milne,WAS,23,WR,15,1,,,0,,,0,0.07,1,0,0,0,,,,,,
1553,Max Mitchell,Max Mitchell,NYJ,23,OL,6,5,,,0,,,0,0,1,0,0,0,,,,,,
1554,David Montgomery,David Montgomery,CHI,25,RB,16,16,,,0,,,0,0.13,2,0,0,0,,,,,,
1555,Foster Moreau,Foster Moreau,LVR,25,TE,15,14,,,0,,,0,0.07,1,0,0,0,,,,,,
1556,Kyler Murray,Kyler Murray,ARI,25,QB,11,11,,,0,,,0,0.73,6,5,0,0,,,,,,
1557,K.J. Osborn,K.J. Osborn,MIN,25,WR,17,9,,,0,,,0,0.06,1,0,0,0,,,,,,
1558,Michael Palardy,Michael Palardy,NWE,30,P,8,0,,,0,,,0,0.13,1,0,0,0,,,,,,
1559,Josh Palmer,Josh Palmer,LAC,23,WR,16,11,,,0,,,0.06,0.06,0,0,0,0,,,,,,
1560,Lucas Patrick,Lucas Patrick,CHI,29,OL,7,5,,,0,,,0,0,2,-7,0,0,,,,,,
1561,Alec Pierce,Alec Pierce,IND,22,WR,16,12,,,0,,,0,0.06,1,0,0,0,,,,,,
1562,Ethan Pocic,Ethan Pocic,CLE,27,C,13,13,,,0,,,0,0.08,1,0,0,0,,,,,,
1563,Brandon Powell,Brandon Powell,LAR,27,WR,17,6,,,0,,,0,0.06,2,0,0,0,,,,,,
1564,Dak Prescott,Dak Prescott,DAL,29,QB,12,12,,,0,,,0,0.33,1,3,0,0,,,,,,
1565,Matt Pryor,Matt Pryor,IND,28,T,16,9,,,0,,,0,0,1,13,0,0,,,,,,
1566,Kalif Raymond,Kalif Raymond,DET,28,WR,17,7,,,0,,,0,0.18,2,0,0,0,,,,,,
1567,Desmond Ridder,Desmond Ridder,ATL,23,QB,4,4,,,0,,,0,0.75,1,-3,0,0,,,,,,
1568,Amari Rodgers,Amari Rodgers,2TM,23,,16,1,,,0,,,0,0.38,1,0,0,0,,,,,,
1569,Jon Runyan Jr.,Jon Runyan Jr.,GNB,25,G,17,17,,,0,,,0,0,1,0,0,0,,,,,,
1570,Cooper Rush,Cooper Rush,DAL,29,QB,9,5,,,0,,,0,0.22,1,0,0,0,,,,,,
1571,Brett Rypien,Brett Rypien,DEN,26,QB,4,2,,,0,,,0,1,3,5,0,0,,,,,,
1572,Jamaree Salyer,Jamaree Salyer,LAC,22,G,17,14,,,0,,,0,0,1,0,0,0,,,,,,
1573,Miles Sanders*,Miles Sanders,PHI,25,RB,17,15,,,0,,,0,0.12,3,2,0,0,,,,,,
1574,Penei Sewell*,Penei Sewell,DET,22,T,17,17,,,0,,,0.06,0,0,0,0,0,,,,,,
1575,John Simpson,John Simpson,LVR,25,G,11,2,,,0,,,0,0,1,5,0,0,,,,,,
1576,Steven Sims,Steven Sims,PIT,25,WR,12,2,,,0,,,0,0.25,3,0,0,0,,,,,,
1577,Braden Smith,Braden Smith,IND,26,T,16,16,,,0,,,0,0,1,0,0,0,,,,,,
1578,Jonnu Smith,Jonnu Smith,NWE,27,TE,14,8,,,0,,,0,0.07,1,0,0,0,,,,,,
1579,D'Andre Swift,D'Andre Swift,DET,23,RB,14,8,,,0,,,0,0.07,1,0,0,0,,,,,,
1580,Tua Tagovailoa,Tua Tagovailoa,MIA,24,QB,13,13,,,0,,,0,0.46,3,0,0,0,,,,,,
1581,J.J. Taylor,J.J. Taylor,NWE,24,RB,1,0,,,0,,,0,0,1,0,0,0,,,,,,
1582,Jonathan Taylor,Jonathan Taylor,IND,23,RB,11,11,,,0,,,0,0.27,1,0,0,0,,,,,,
1583,Skylar Thompson,Skylar Thompson,MIA,25,QB,7,2,,,0,,,0,0.29,1,-1,0,0,,,,,,
1584,Adam Trautman,Adam Trautman,NOR,25,TE,15,12,,,0,,,0,0,1,0,0,0,,,,,,
1585,Mitchell Trubisky,Mitchell Trubisky,PIT,28,QB,7,5,,,0,,,0,0,1,0,0,0,,,,,,
1586,Alijah Vera-Tucker,Alijah Vera-Tucker,NYJ,23,G,7,7,,,0,,,0,0,1,0,0,0,,,,,,
1587,Montrell Washington,Montrell Washington,DEN,23,WR,15,1,,,0,,,0,0.33,3,0,0,0,,,,,,
1588,Connor Williams,Connor Williams,MIA,25,OL,17,17,,,0,,,0,0.06,1,7,0,0,,,,,,
1589,Russell Wilson,Russell Wilson,DEN,34,QB,15,15,,,0,,,0,0.4,4,7,0,0,,,,,,
1590,Jameis Winston,Jameis Winston,NOR,28,QB,3,3,,,0,,,0,1,2,-2,0,0,,,,,,
1591,Brock Wright,Brock Wright,DET,24,TE,17,10,,,0,,,0,0,1,0,0,0,,,,,,
