Rk,PFF Name,PFF Name Cleaned,Data Bowl Name,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
483,Dawuane Smoot,Dawuane Smoot,#N/A,JAX,26,RDE,16,10,0,0,0,0,0.19,0.06,0,0,0,0,0.38,2.25,1.38,0.88,0.44,1,
484,Osa Odighizuwa,Osa Odighizuwa,#N/A,DAL,23,LDT,16,12,,,0,,,,,,,0,0.13,2.25,1.31,0.94,0.38,0.69,
485,Tanoh Kpassagnon,Tanoh Kpassagnon,#N/A,NOR,27,RDE,8,5,0,0,0,0,0.25,0.13,0,0,0,0,0.5,2.25,1.75,0.5,0.38,1,
486,Boogie Basham,Boogie Basham,#N/A,BUF,24,DE,8,0,,,0,,,,,,,0,0.31,2.25,1.38,0.88,0.5,0.38,
487,Michael Thomas,Michael Thomas,#N/A,CIN,31,DB,8,1,0,0,0,0,0.13,,,,,0,0,2.25,1.13,1.13,0,0,
488,Will Parks,Will Parks,#N/A,2TM,27,DB,4,2,0,0,0,0,0.25,,,,,0,0,2.25,1.75,0.5,0.25,0,
489,Tre Norwood,Tre Norwood,#N/A,PIT,22,DB,17,3,0.06,0,0,0,0.24,,,,,0,0,2.24,1.88,0.35,0.12,0,
490,Antonio Hamilton,Antonio Hamilton,#N/A,ARI,28,DB,17,2,0,0,0,0,0.24,0,0,1,0,0,0,2.24,1.82,0.41,0.06,0,
491,Keith Taylor,Keith Taylor,#N/A,CAR,23,DB,17,3,0,0,0,0,0.18,0.06,0,0,0,0,0,2.24,1.82,0.41,0.06,0,
492,Henry Black,Henry Black,#N/A,GNB,24,S,17,0,0.06,0,0,0,0.12,0.06,0,0,0,0,0,2.24,1.65,0.59,0,0,
493,Samson Ebukam,Samson Ebukam,#N/A,SFO,26,LDE/RDE,17,11,0,0,0,0,0.06,0.06,0,0,0,0,0.26,2.24,1.24,1,0.29,0.65,
494,Derrick Nnadi,Derrick Nnadi,#N/A,KAN,25,RDT,17,10,,,0,,,,,,,0,0.18,2.24,1.24,1,0.12,0.29,
495,DaQuan Jones,DaQuan Jones,#N/A,CAR,30,RDT,17,17,,,0,,,0.06,0,0,0,0,0.06,2.24,1.12,1.12,0.06,0.35,
496,Naquan Jones,Naquan Jones,#N/A,TEN,23,NT,13,5,0,0,0,0,0.15,,,,,0,0.19,2.23,1.38,0.85,0.31,0.23,
497,Austin Bryant,Austin Bryant,Austin Bryant,DET,25,LOLB,14,5,,,0,,,,,,,0,0.32,2.21,1.5,0.71,0.36,0.43,
498,Odafe Oweh,Odafe Oweh,Odafe Oweh,BAL,23,DE,15,2,0,0,0,0,0.07,0.2,0,2,0,0,0.33,2.2,1.53,0.67,0.33,1,
499,Kerry Hyder,Kerry Hyder,#N/A,SEA,30,LDE,15,7,,,0,,,0,0,2,-3,0,0.1,2.2,1.33,0.87,0.2,0.73,
500,Malik McDowell,Malik McDowell,#N/A,CLE,25,LDT,15,14,0,0,0,0,0.07,0,0,1,0,0,0.2,2.2,1.27,0.93,0.47,0.33,
501,Richard Sherman,Richard Sherman,#N/A,TAM,33,DB,5,3,0.2,0,0,0,0.2,0,0,1,4,0,0,2.2,2.2,0,0,0,
502,Derick Roberson,Derick Roberson,#N/A,TEN,26,DE,5,0,,,0,,,,,,,0,0.3,2.2,1.2,1,0.6,0.8,
503,Richie Grant,Richie Grant,#N/A,ATL,24,DB,16,0,0,0,0,0,0.13,0.06,0,1,2,0,0,2.19,1.75,0.44,0.13,0,
504,Fletcher Cox,Fletcher Cox,#N/A,PHI,31,RDT,16,16,,,0,,,0.13,0,1,0,1,0.22,2.19,1.56,0.63,0.44,0.75,
505,Blake Lynch,Blake Lynch,#N/A,MIN,24,LLB,16,6,0.06,0.13,0,2,0.13,0.06,0,1,0,0,0.13,2.19,1.44,0.75,0.06,0.06,
506,John Franklin-Myers,John Franklin-Myers,#N/A,NYJ,25,LDE,16,16,0.06,2,0,32,0.06,0.06,0,0,0,0,0.38,2.19,1.06,1.13,0.38,0.88,
507,Dallin Leavitt,Dallin Leavitt,#N/A,LVR,27,DB,16,1,0,0,0,0,0.13,0,0,2,30,0,0,2.19,1.06,1.13,0,0,
508,Levi Onwuzurike,Levi Onwuzurike,#N/A,DET,23,DT,16,0,0,0,0,0,0.13,,,,,0,0.06,2.19,0.94,1.25,0.13,0.06,
509,Josh Woods,Josh Woods,#N/A,2TM,25,LB,13,1,,,0,,,,,,,0,0,2.15,1.62,0.54,0.15,0.15,
510,Ifeatu Melifonwu,Ifeatu Melifonwu,#N/A,DET,22,DB,7,4,0,0,0,0,0.43,0,0,2,0,0,0,2.14,1.71,0.43,0,0,
511,James Smith-Williams,James Smith-Williams,#N/A,WAS,24,RDE,14,6,0,0,0,0,0.07,,,,,0,0.18,2.14,0.79,1.36,0.29,0.36,
512,Jessie Lemonier,Jessie Lemonier,#N/A,DET,24,DE,7,2,,,0,,,,,,,0,0.21,2.14,1.14,1,0.14,0.43,
513,Kyle Phillips,Kyle Phillips,#N/A,NYJ,24,DE,7,1,,,0,,,,,,,0,0.14,2.14,0.86,1.29,0.29,0.43,
514,Talanoa Hufanga,Talanoa Hufanga,#N/A,SFO,21,DB,15,3,0,0,0,0,0.13,,,,,0,0,2.13,1.6,0.53,0.07,0.07,
515,Trey Hendrickson*,Trey Hendrickson,#N/A,CIN,27,RDE,16,14,,,0,,,0.19,0,0,0,0,0.88,2.13,1.31,0.81,0.75,1.69,
516,Carlos Watkins,Carlos Watkins,#N/A,DAL,28,RDT,15,14,0.07,1.93,0.07,29,0.07,0,0,1,0,0,0.07,2.13,1.13,1,0.33,0.13,
517,Kwity Paye,Kwity Paye,#N/A,IND,23,LDE,15,15,0,0,0,0,0.07,0.07,0,2,0,0,0.27,2.13,1.07,1.07,0.2,0.67,
518,Chauncey Golston,Chauncey Golston,#N/A,DAL,23,LB,15,0,0,0,0,0,0.07,0,0,1,6,0,0.07,2.13,0.93,1.2,0,0.27,
519,Oren Burks,Oren Burks,Oren Burks,GNB,26,LB,17,3,,,0,,,0,0,1,0,0,0.03,2.12,1.41,0.71,0.06,0.12,
520,William Gholston,William Gholston,#N/A,TAM,30,RDE,17,10,,,0,,,,,,,0,0.26,2.12,1.24,0.88,0.41,0.65,
521,Mike Pennel,Mike Pennel,#N/A,ATL,30,DT,10,0,,,0,,,,,,,0,0,2.1,0.9,1.2,0,0,
522,T.J. Carrie,T.J. Carrie,#N/A,IND,31,DB,11,1,0,0,0,0,0.09,0,0,1,14,0,0,2.09,1.91,0.18,0,0,
523,Artie Burns,Artie Burns,#N/A,CHI,26,RCB,11,6,0,0,0,0,0.55,,,,,0,0,2.09,1.73,0.36,0.09,0,
524,Julian Okwara,Julian Okwara,Julian Okwara,DET,24,LB,13,1,0.08,0.69,0,9,0.15,0.08,0,1,6,0,0.38,2.08,1.38,0.69,0.46,0.69,
525,Clay Johnston,Clay Johnston,#N/A,2TM,25,LB,13,1,,,0,,,0.08,0,0,0,0,0,2.08,1,1.08,0,0,
526,K'Lavon Chaisson,K'Lavon Chaisson,K'Lavon Chaisson,JAX,22,ROLB,15,8,,,0,,,,,,,0,0.07,2.07,1.33,0.73,0.2,0.27,
527,Tavon Young,Tavon Young,#N/A,BAL,27,DB,17,7,0.06,0,0,0,0.18,,,,,0,0.12,2.06,1.76,0.29,0.24,0.18,
528,Carlos Dunlap,Carlos Dunlap,Carlos Dunlap,SEA,32,DE,17,2,0,0,0,0,0.41,0.06,0,0,0,0,0.5,2.06,1.41,0.65,0.47,0.82,
529,Vita Vea*,Vita Vea,#N/A,TAM,26,NT,16,16,0,0,0,0,0.19,0,0,1,0,0,0.25,2.06,1.38,0.69,0.31,0.75,
530,Adetokunbo Ogundeji,Adetokunbo Ogundeji,Adetokunbo Ogundeji,ATL,23,ROLB,16,11,0,0,0,0,0.06,0,0,1,0,0,0.06,2.06,1.13,0.94,0.31,0.13,
531,Mykal Walker,Mykal Walker,Mykal Walker,ATL,24,LB,17,2,0.06,3.88,0.06,66,0.24,0,0,1,4,0,0,2.06,1,1.06,0,0.06,
532,Camryn Bynum,Camryn Bynum,#N/A,MIN,23,DB,14,3,0.07,1.93,0,27,0.21,,,,,0,0.07,2,1.43,0.57,0.07,0.07,
533,Yetur Gross-Matos,Yetur Gross-Matos,Yetur Gross-Matos,CAR,23,DE,14,2,0,0,0,0,0.07,0.07,0,0,0,0,0.25,2,1.29,0.71,0.36,0.29,
534,Solomon Thomas,Solomon Thomas,#N/A,LVR,26,DE,17,0,0,0,0,0,0.12,0.12,0,0,0,0,0.21,2,1,1,0.18,0.71,
535,Morgan Fox,Morgan Fox,#N/A,CAR,27,LDE,17,9,,,0,,,0.06,0,1,3,0,0.09,2,0.94,1.06,0.12,0.41,
536,Stephon Gilmore*,Stephon Gilmore,#N/A,CAR,31,DB,8,3,0.25,1.63,0,13,0.25,,,,,0,0,2,1.88,0.13,0.13,0,
537,Terrell Lewis,Terrell Lewis,Terrell Lewis,LAR,23,LB,11,4,0,0,0,0,0.09,0.09,0,0,0,0,0.27,2,1.36,0.64,0.36,0.27,
538,Benson Mayowa,Benson Mayowa,#N/A,SEA,30,ROLB,15,7,,,0,,,,,,,0,0.07,2,1,1,0.2,0.13,
539,Sheldon Rankins,Sheldon Rankins,#N/A,NYJ,27,DT,16,3,,,0,,,0,0,2,0,0,0.19,2,0.94,1.06,0.31,0.44,
540,Deandre Baker,Deandre Baker,#N/A,KAN,24,DB,8,1,0,0,0,0,0.13,,,,,0,0,2,1.63,0.38,0,0,
541,Raekwon Davis,Raekwon Davis,#N/A,MIA,24,LDT,14,14,,,0,,,,,,,0,0.04,2,0.86,1.14,0.07,0.07,
542,Shamar Stephen,Shamar Stephen,#N/A,DEN,30,DT,17,0,0,0,0,0,0.12,,,,,0,0,2,0.71,1.29,0,0.18,
543,Tre Brown,Tre Brown,#N/A,SEA,24,DB,5,3,0,0,0,0,0.2,,,,,0,0,2,1.8,0.2,0,0,
544,Greg Mabin,Greg Mabin,#N/A,TEN,27,DB,5,2,0,0,0,0,0.2,,,,,0,0,2,1.8,0.2,0,0,
545,Kevin Peterson,Kevin Peterson,#N/A,ARI,27,DB,4,2,,,0,,,,,,,0,0,2,1.5,0.5,0,0,
546,Darryl Roberts,Darryl Roberts,#N/A,WAS,31,DB,6,3,,,0,,,,,,,0,0,2,1,1,0,0,
547,Eli Ankou,Eli Ankou,#N/A,2TM,27,DT,6,1,,,0,,,,,,,0,0.17,2,0.83,1.17,0.17,0.17,
548,John Simon,John Simon,#N/A,2TM,31,DE,3,0,,,0,,,,,,,0,0,2,1.33,0.67,0,0.33,
549,Chris Smith,Chris Smith,#N/A,HOU,29,DE,4,0,,,0,,,,,,,0,0.38,2,1,1,0.25,0.75,
550,Kareem Orr,Kareem Orr,#N/A,LAR,24,DB,2,0,,,0,,,,,,,0,0,2,1.5,0.5,0,0,
551,Freedom Akinmoladun,Freedom Akinmoladun,#N/A,NYJ,25,DE,1,0,,,0,,,,,,,0,0,2,2,0,0,0,
552,Javaris Davis,Javaris Davis,#N/A,MIA,25,CB,1,0,0,0,0,0,1,,,,,0,0,2,2,0,0,0,
553,Austin Faoliu,Austin Faoliu,#N/A,DAL,22,DT,1,0,,,0,,,,,,,0,0,2,2,0,0,0,
554,Trayvon Henderson,Trayvon Henderson,#N/A,CIN,26,DB,2,0,,,0,,,0,0,1,29,1,0,2,1,1,0,0,
555,Tim Harris,Tim Harris,#N/A,CLE,26,DB,1,0,,,0,,,,,,,0,0,2,1,1,0,0,
556,Josh Jackson,Josh Jackson,#N/A,KAN,25,DB,2,0,,,0,,,,,,,0,0,2,0.5,1.5,0,0,
557,Javon Kinlaw,Javon Kinlaw,#N/A,SFO,24,DT,4,4,,,0,,,,,,,0,0,2,0.25,1.75,0,0.25,
558,Vincent Taylor,Vincent Taylor,#N/A,HOU,27,DT,1,1,,,0,,,,,,,0,0,2,1,1,0,0,
559,Noah Togiai,Noah Togiai,#N/A,PHI,24,TE,1,0,,,0,,,,,,,0,0,2,1,1,0,0,
560,Raequan Williams,Raequan Williams,#N/A,PHI,24,DT,1,1,,,0,,,,,,,0,0,2,1,1,0,0,
561,Roy Lopez,Roy Lopez,#N/A,HOU,24,RDT,16,15,,,0,,,0,0,1,6,0,0.06,1.94,1.25,0.69,0.31,0.13,
562,Dre'Mont Jones,Dre'Mont Jones,#N/A,DEN,24,LDE,16,7,0,0,0,0,0.13,0.06,0,1,0,0,0.34,1.94,1.13,0.81,0.56,0.69,
563,Tyler Lancaster,Tyler Lancaster,#N/A,GNB,27,DT,16,3,,,0,,,,,,,0,0,1.94,0.94,1,0.19,0,
564,Darren Hall,Darren Hall,#N/A,ATL,21,DB,14,1,0,0,0,0,0.21,,,,,0,0.07,1.93,1.5,0.43,0.14,0.07,
565,Maliek Collins,Maliek Collins,#N/A,HOU,26,LDT,15,15,0.07,0,0,0,0.07,0,0,1,0,0,0.17,1.93,1.2,0.73,0.6,0.47,
566,Chris Jones*,Chris Jones,#N/A,KAN,27,RDT/LDE,14,14,0,0,0,0,0.36,0.07,0,1,-2,0,0.64,1.93,1.29,0.64,0.57,1.21,
567,Ambry Thomas,Ambry Thomas,#N/A,SFO,22,LCB,12,5,0.08,0,0,0,0.42,,,,,0,0,1.92,1.42,0.5,0.08,0,
568,Jaleel Johnson,Jaleel Johnson,#N/A,HOU,27,DT,12,0,,,0,,,0,0,1,0,0,0,1.92,0.92,1,0.17,0.08,
569,Kingsley Keke,Kingsley Keke,#N/A,GNB,25,RDE,12,8,0,0,0,0,0.25,0.08,0,0,0,0,0.21,1.92,0.83,1.08,0.08,0.33,
570,Terrence Brooks,Terrence Brooks,#N/A,HOU,29,DB,11,3,0,0,0,0,0.09,,,,,0,0,1.91,1.36,0.55,0,0,
571,Marlon Davidson,Marlon Davidson,#N/A,ATL,23,DE,11,1,0.09,0.27,0.09,3,0.09,0,0,1,0,0,0.09,1.91,1.09,0.82,0.09,0.09,
572,Amik Robertson,Amik Robertson,#N/A,LVR,23,CB,10,2,,,0,,,,,,,0,0,1.9,1.4,0.5,0,0,
573,Tre Herndon,Tre Herndon,#N/A,JAX,25,DB,9,3,,,0,,,,,,,0,0,1.89,1.33,0.56,0.11,0,
574,Dontae Johnson,Dontae Johnson,#N/A,SFO,30,DB,16,3,0,0,0,0,0.13,0.06,0,2,0,0,0,1.88,1.25,0.63,0,0,
575,Jihad Ward,Jihad Ward,Jihad Ward,JAX,27,DE,17,1,,,0,,,,,,,0,0.12,1.88,0.59,1.29,0.18,0.41,
576,Caden Sterns,Caden Sterns,#N/A,DEN,22,DB,15,2,0.13,3.13,0,46,0.33,,,,,0,0.13,1.87,1.47,0.4,0.13,0.13,
577,Christian Ringo,Christian Ringo,#N/A,NOR,29,DE,14,4,,,0,,,0.07,0,1,0,0,0,1.86,0.86,1,0.14,0.21,
578,Joe Thomas,Joe Thomas,Joe Thomas,2TM,30,LB,7,2,,,0,,,,,,,0,0,1.86,1.29,0.57,0,0,
579,T.J. Green,T.J. Green,#N/A,2TM,26,DB,7,1,0,0,0,0,0.14,,,,,0,0,1.86,1.14,0.71,0,0,
580,Trysten Hill,Trysten Hill,#N/A,DAL,23,DT,6,0,,,0,,,,,,,0,0.08,1.83,1.17,0.67,0,0.5,
581,Denico Autry,Denico Autry,#N/A,TEN,31,LDE,17,11,0,0,0,0,0.35,,,,,0,0.53,1.82,1.47,0.35,0.59,1.06,
582,Chandon Sullivan,Chandon Sullivan,#N/A,GNB,25,DB,17,10,0.18,0.82,0,13,0.24,,,,,0,0,1.82,1.47,0.35,0.12,0,
583,E.J. Speed,E.J. Speed,E.J. Speed,IND,26,LB,17,1,0,0,0,0,0.06,0.06,0,0,0,0,0,1.82,1.35,0.47,0,0,
584,Del'Shawn Phillips,Del'Shawn Phillips,#N/A,NYJ,25,LB,17,1,,,0,,,0,0,1,34,0,0.06,1.82,0.65,1.18,0.12,0.06,
585,Jordan Jenkins,Jordan Jenkins,#N/A,HOU,27,LB,11,0,,,0,,,,,,,0,0.23,1.82,0.82,1,0.36,0.45,
586,Chris Claybrooks,Chris Claybrooks,#N/A,JAX,24,CB,16,2,0,0,0,0,0.13,0,0,1,0,0,0,1.81,1.06,0.75,0,0,
587,Jimmy Smith,Jimmy Smith,#N/A,BAL,33,DB,10,2,0,0,0,0,0.3,,,,,0,0,1.8,1.5,0.3,0.1,0,
588,Roderic Teamer,Roderic Teamer,#N/A,LVR,24,DB,10,2,0,0,0,0,0.1,,,,,0,0,1.8,1.3,0.5,0,0,
589,Derek Rivers,Derek Rivers,#N/A,HOU,27,DE,5,1,,,0,,,,,,,0,0.2,1.8,1.4,0.4,0.4,0.2,
590,Jovante Moffatt,Jovante Moffatt,#N/A,CLE,25,S,5,0,,,0,,,,,,,0,0,1.8,1,0.8,0,0,
591,Malik Harrison,Malik Harrison,Malik Harrison,BAL,23,ROLB,14,5,,,0,,,,,,,0,0,1.79,1,0.79,0.14,0,
592,Jarrod Wilson,Jarrod Wilson,#N/A,2TM,27,DB,9,3,,,0,,,,,,,0,0.11,1.78,1.22,0.56,0.22,0.33,
593,Dylan Cole,Dylan Cole,Dylan Cole,TEN,27,LB,9,0,0,0,0,0,0.11,0.11,0,0,0,0,0,1.78,1.11,0.67,0.11,0.11,
594,Albert Huggins,Albert Huggins,#N/A,NOR,24,DT,9,1,,,0,,,,,,,0,0,1.78,0.33,1.44,0,0.22,
595,Zack Baun,Zack Baun,Zack Baun,NOR,25,LB,17,4,,,0,,,,,,,0,0,1.76,1.29,0.47,0,0.12,
596,Shaquille Quarterman,Shaquille Quarterman,#N/A,JAX,24,LB,17,0,,,0,,,,,,,0,0,1.76,0.94,0.82,0.06,0,
597,Milton Williams,Milton Williams,#N/A,PHI,22,DT,17,2,0,0,0,0,0.12,,,,,0,0.12,1.76,0.88,0.88,0.35,0.35,
598,Bravvion Roy,Bravvion Roy,#N/A,CAR,25,DT,17,2,0,0,0,0,0.12,,,,,0,0,1.76,0.76,1,0.06,0.12,
599,David Mayo,David Mayo,David Mayo,WAS,28,LB,16,4,,,0,,,0,0,1,0,0,0,1.75,1.25,0.5,0.13,0.06,
600,A.J. Green,A.J. Green,#N/A,CLE,23,CB,12,1,0.08,0.08,0,1,0.5,0,0,2,16,0,0,1.75,1.25,0.5,0,0,
601,Travin Howard,Travin Howard,#N/A,LAR,25,LB,12,2,0.08,1.58,0,19,0.25,,,,,0,0,1.75,1.25,0.5,0,0,
602,Danny Johnson,Danny Johnson,#N/A,WAS,26,DB,12,1,0,0,0,0,0.17,0.08,0,0,0,0,0,1.75,1.25,0.5,0,0,
603,Joejuan Williams,Joejuan Williams,#N/A,NWE,24,DB,12,1,0,0,0,0,0.42,,,,,0,0,1.75,1.25,0.5,0,0.08,
604,Tyquan Lewis,Tyquan Lewis,#N/A,IND,26,DE,8,2,0.13,1,0,8,0.25,0,0.13,0,0,0,0.31,1.75,1.25,0.5,0.38,0.75,
605,Jalyn Holmes,Jalyn Holmes,#N/A,NOR,25,DE,8,1,0,0,0,0,0.13,,,,,0,0,1.75,0.88,0.88,0.25,0,
606,Daryl Worley,Daryl Worley,#N/A,2TM,26,DB,4,0,,,0,,,,,,,0,0,1.75,1.25,0.5,0,0,
607,Trent Harris,Trent Harris,#N/A,NYG,26,DT,4,0,,,0,,,,,,,0,0,1.75,0.75,1,0,0,
608,Kris Boyd,Kris Boyd,#N/A,MIN,25,DB,15,1,,,0,,,0,0,2,0,0,0,1.73,1.4,0.33,0,0,
609,Amen Ogbongbemiga,Amen Ogbongbemiga,#N/A,LAC,23,LB,15,2,,,0,,,,,,,0,0.07,1.73,1.13,0.6,0.13,0.13,
610,Micah Kiser,Micah Kiser,#N/A,2TM,26,LB,11,2,,,0,,,,,,,0,0,1.73,0.82,0.91,0.09,0,
611,Joe Tryon-Shoyinka,Joe Tryon-Shoyinka,Joe Tryon,TAM,22,LB,17,6,0,0,0,0,0.18,,,,,0,0.24,1.71,1.24,0.47,0.29,0.59,
612,Mario Addison,Mario Addison,#N/A,BUF,34,LB,17,0,,,0,,,0.12,0,0,0,0,0.41,1.71,1.18,0.53,0.47,0.41,
613,Andrew Adams,Andrew Adams,#N/A,TAM,29,DB,14,3,0.07,1.21,0,17,0.29,,,,,0,0,1.71,1.14,0.57,0.07,0.07,
614,Demetrius Flannigan-Fowles,Demetrius Flannigan-Fowles,Demetrius Flannigan-Fowles,SFO,25,DB,17,2,,,0,,,,,,,0,0,1.71,0.76,0.94,0,0,
615,Jaylinn Hawkins,Jaylinn Hawkins,#N/A,ATL,24,S,14,4,0.14,0.79,0,11,0.21,,,,,0,0,1.71,0.93,0.79,0.07,0,
616,Tershawn Wharton,Tershawn Wharton,#N/A,KAN,23,DE,17,1,0.06,0,0,0,0.06,0.12,0,0,0,0,0.12,1.71,0.76,0.94,0,0.12,
617,Corey Peters,Corey Peters,#N/A,ARI,33,NT,14,11,0,0,0,0,0.07,0,0,1,4,0,0,1.71,0.71,1,0.21,0,
618,Josiah Bronson,Josiah Bronson,#N/A,2TM,24,DT,7,0,,,0,,,,,,,0,0,1.71,1.14,0.57,0.14,0.14,
619,Tipa Galeai,Tipa Galeai,#N/A,GNB,24,LB,7,0,,,0,,,,,,,0,0.14,1.71,1,0.71,0.14,0.14,
620,Desmond Trufant,Desmond Trufant,#N/A,2TM,31,DB,10,1,0,0,0,0,0.6,,,,,0,0,1.7,1.4,0.3,0,0,
621,Kenny Robinson Jr.,Kenny Robinson Jr.,#N/A,CAR,22,S,10,1,,,0,,,,,,,0,0,1.7,1.2,0.5,0,0,
622,Whitney Mercilus,Whitney Mercilus,#N/A,2TM,31,DE,10,2,,,0,,,,,,,0,0.4,1.7,0.9,0.8,0.5,0.5,
623,Isaiah Buggs,Isaiah Buggs,#N/A,PIT,25,NT,10,6,0,0,0,0,0.1,,,,,0,0,1.7,0.5,1.2,0.2,0,
624,Justin Coleman,Justin Coleman,#N/A,MIA,28,DB,16,4,0.13,0,0,0,0.19,,,,,0,0,1.69,1.25,0.44,0.06,0,
625,Adam Gotsis,Adam Gotsis,#N/A,JAX,29,DT,16,4,,,0,,,,,,,0,0.19,1.69,1.25,0.44,0.38,0.44,
626,Daniel Thomas,Daniel Thomas,#N/A,JAX,23,S,16,2,,,0,,,,,,,0,0,1.69,1.06,0.63,0,0,
627,Casey Toohill,Casey Toohill,#N/A,WAS,25,LDE,16,6,0,0,0,0,0.06,,,,,0,0.06,1.69,1,0.69,0.06,0.38,
628,Michael Dogbe,Michael Dogbe,#N/A,ARI,25,DE,16,1,,,0,,,0,0,1,0,0,0.06,1.69,0.88,0.81,0.06,0.13,
629,Ahkello Witherspoon,Ahkello Witherspoon,#N/A,PIT,26,DB,9,3,0.33,5,0,41,1,,,,,0,0,1.67,1.56,0.11,0.11,0,
630,Melvin Ingram,Melvin Ingram,Melvin Ingram,2TM,32,DE/LDE,15,7,0,0,0,0,0.07,0.07,0,0,0,0,0.13,1.67,0.8,0.87,0.27,0.73,
631,Carl Granderson,Carl Granderson,#N/A,NOR,25,DE,15,3,,,0,,,,,,,0,0.2,1.67,0.73,0.93,0.33,0.53,
632,Jahleel Addae,Jahleel Addae,#N/A,IND,31,DB,9,1,,,0,,,,,,,0,0,1.67,1.11,0.56,0,0,
633,Everson Griffen,Everson Griffen,#N/A,MIN,34,RDE,9,6,,,0,,,0.11,0,0,0,0,0.56,1.67,1.11,0.56,0.44,1.11,
634,Robert Nkemdiche,Robert Nkemdiche,#N/A,SEA,27,DT,9,0,0,0,0,0,0.11,,,,,0,0,1.67,0.78,0.89,0,0.11,
635,Daniel Wise,Daniel Wise,#N/A,WAS,25,DT,6,1,,,0,,,,,,,0,0,1.67,0.83,0.83,0.17,0.17,
636,Michael Dwumfour,Michael Dwumfour,#N/A,HOU,23,DT,3,1,,,0,,,,,,,0,0.17,1.67,1,0.67,0.67,1,
637,Bruce Hector,Bruce Hector,#N/A,DET,27,DT,3,0,,,0,,,,,,,0,0,1.67,1,0.67,0,0,
638,Jaycee Horn,Jaycee Horn,#N/A,CAR,22,DB,3,3,0.33,4.33,0,13,0.33,,,,,0,0,1.67,1,0.67,0,0,
639,Bradley McDougald,Bradley McDougald,#N/A,2TM,31,DB,3,1,,,0,,,,,,,0,0,1.67,1,0.67,0,0,
640,William Bradley-King,William Bradley-King,#N/A,WAS,24,DE,3,0,,,0,,,,,,,0,0.17,1.67,0,1.67,0,0.33,
641,Yannick Ngakoue,Yannick Ngakoue,#N/A,LVR,26,LDE,17,17,0,0,0,0,0.18,0.12,0,0,0,0,0.59,1.65,1,0.65,0.47,1.35,
642,Nathan Shepherd,Nathan Shepherd,#N/A,NYJ,28,DT,17,1,,,0,,,,,,,0,0,1.65,1,0.65,0,0.47,
643,Bradley Roby,Bradley Roby,#N/A,NOR,29,DB,14,1,0.07,0.14,0,2,0.36,,,,,0,0.07,1.64,1.36,0.29,0.21,0.21,
644,Shaq Lawson,Shaq Lawson,#N/A,NYJ,27,RDE,14,7,0.07,0.07,0,1,0.14,0,0,1,0,0,0.07,1.64,1.07,0.57,0.36,0.36,
645,Dennis Gardeck,Dennis Gardeck,Dennis Gardeck,ARI,27,LB,14,3,,,0,,,0,0,1,0,0,0,1.64,1,0.64,0.07,0.29,
646,Takkarist McKinley,Takkarist McKinley,#N/A,CLE,26,DE,11,2,,,0,,,0.09,0,0,0,0,0.23,1.64,0.91,0.73,0.27,0.73,
647,Taco Charlton,Taco Charlton,#N/A,PIT,27,DE,11,1,0,0,0,0,0.09,,,,,0,0.05,1.64,0.64,1,0,0.18,
648,Duke Riley,Duke Riley,Duke Riley,MIA,27,LB,16,3,,,0,,,,,,,0,0,1.63,0.94,0.69,0,0,
649,Jordan Elliott,Jordan Elliott,#N/A,CLE,24,DT,16,3,0,0,0,0,0.06,,,,,0,0.03,1.63,0.63,1,0,0.25,
650,Breiden Fehoko,Breiden Fehoko,#N/A,LAC,25,DT,8,1,,,0,,,,,,,0,0,1.63,0.63,1,0,0,
651,Carl Nassib,Carl Nassib,Carl Nassib,LVR,28,DE,13,0,,,0,,,0.08,0,0,0,0,0.12,1.62,1.23,0.38,0.23,0.31,
652,Devon Kennard,Devon Kennard,Devon Kennard,ARI,30,DE,15,3,0,0,0,0,0.13,0,0,1,0,0,0,1.6,1,0.6,0.47,0.13,
653,Kelvin Joseph,Kelvin Joseph,#N/A,DAL,21,DB,10,2,0,0,0,0,0.2,0,0,1,7,0,0,1.6,1.3,0.3,0.1,0,
654,Rashaan Melvin,Rashaan Melvin,#N/A,CAR,32,DB,10,2,,,0,,,,,,,0,0,1.6,1.2,0.4,0.1,0,
655,Josh Jones,Josh Jones,#N/A,2TM,27,DB,10,1,0,0,0,0,0.1,,,,,0,0,1.6,1,0.6,0,0,
656,Khyiris Tonga,Khyiris Tonga,#N/A,CHI,25,DT,15,2,,,0,,,0,0,1,0,0,0,1.6,0.67,0.93,0.07,0,
657,Kentavius Street,Kentavius Street,#N/A,SFO,25,DE,17,2,,,0,,,0.06,0,0,0,0,0.18,1.59,0.88,0.71,0.35,0.29,
658,Ndamukong Suh,Ndamukong Suh,#N/A,TAM,34,LDE,17,17,,,0,,,0,0,1,0,0,0.35,1.59,0.88,0.71,0.41,0.76,
659,Nick Williams,Nick Williams,#N/A,DET,31,RDE,17,17,0,0,0,0,0.06,,,,,0,0.03,1.59,0.82,0.76,0.24,0.12,
660,Randy Gregory,Randy Gregory,#N/A,DAL,29,RDE,12,11,0.08,1,0,12,0.08,0.25,0,1,0,0,0.5,1.58,1.25,0.33,0.33,1.42,
